name,place_id,restaurant_type,cuisine_type,address,rating,review_count,price_range,Phone_number,website,url,atmosphere,dietary_options,service_options,amenities
Callanan's Bar,239,Cafe,Sweets and Savory,"24 George's Quay, Ballintemple, Cork, T12 RY11, Ireland",4.8,48,€10-25,+353 21 901 2345,,https://www.google.com/maps/place/Callanan%27s+Bar/data=!4m7!3m6!1s0x4844901af330461f:0xee3425f3c9c1040d!8m2!3d51.89546!4d-8.4723452!16s%2Fg%2F1th5z652!19sChIJH0Yw8xqQREgRDQTByfMlNO4?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Yuan Ming Yuan,240,Restaurant,Asian,"17 Princes St, Centre, Cork, T12 F853, Ireland",4.5,45,€20-35,+353 21 450 0913,,https://www.google.com/maps/place/Yuan+Ming+Yuan/data=!4m7!3m6!1s0x4844901077f741b5:0x728236bcda54e76d!8m2!3d51.8970451!4d-8.4729954!16s%2Fg%2F1tgnwmmh!19sChIJtUH3dxCQREgRbedU2rw2gnI?authuser=0&hl=en&rclk=1,Casual,Non-Veg,Takeaway,Bar
Insomnia,241,Cafe,Irish,"Pearse Rd, Ballyphehane, Cork, Ireland",4.2,42,€5-15,+353 87 641 9355,https://www.google.com/url?q=http://www.insomnia.ie/&opi=79508299&sa=U&ved=0ahUKEwiWqIyw8ZiQAxUfTWwGHQ1VDrcQ61gIGigS&usg=AOvVaw1uyiNTSuw2Y1JOKMqNmcFx,https://www.google.com/maps/place/Insomnia/data=!4m7!3m6!1s0x48448fe316c8e34b:0x9ab3db1f6be10b88!8m2!3d51.8830226!4d-8.468279!16s%2Fg%2F11dxlbzwnz!19sChIJS-PIFuOPREgRiAvhax_bs5o?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway",Bar
Freestyle Asian Food,242,Cafe,Irish,"23-24 N Main St, Centre, Cork, T12 TW7V, Ireland",4.1,41,€10-25,+353 21 012 3456,https://www.google.com/url?q=https://www.freestyleasiafood.ie/&opi=79508299&sa=U&ved=0ahUKEwinhK-88ZiQAxVjd2wGHXZKCq4Q61gIGygS&usg=AOvVaw0saZ3ERnrq7NDm-bnQbyUi,https://www.google.com/maps/place/Freestyle+Asian+Food/data=!4m7!3m6!1s0x48449016ccccc5a7:0x847c420492beb541!8m2!3d51.9000276!4d-8.4785666!16s%2Fg%2F11bbx0j3sx!19sChIJp8XMzBaQREgRQbW-kgRCfIQ?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Ryan's Café,243,Cafe,Sweets and Savory,"13 Clifton Grange, Grange, Cork, T12 X231, Ireland",4.8,48,€5-15,+353 21 427 3756,https://www.google.com/url?q=https://www.facebook.com/RyansSuperValuCafe&opi=79508299&sa=U&ved=0ahUKEwjEp_jJ8ZiQAxWgamwGHRkwLHoQ61gIGigS&usg=AOvVaw1O31X5S3JsF-rJS-lTvT_U,https://www.google.com/maps/place/Ryan%27s+Caf%C3%A9/data=!4m7!3m6!1s0x48448fa7043f0a4d:0xf17663779796f8ee!8m2!3d51.8676862!4d-8.4526614!16s%2Fg%2F11j0yc7ltn!19sChIJTQo_BKePREgR7viWl3djdvE?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Carved Cafe,244,Restaurant,Irish,"C.L. Meats, Kinsale Road Industrial Estate, Ballyphehane, Cork, T12 PW67, Ireland",4.7,47,€5-15,+353 21 123 4567,,https://www.google.com/maps/place/Carved+Cafe/data=!4m7!3m6!1s0x48448f007286b415:0xd5a822485d34209b!8m2!3d51.8752447!4d-8.4702135!16s%2Fg%2F11vx5tf74g!19sChIJFbSGcgCPREgRmyA0XUgiqNU?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
CRUST,245,Restaurant,Continental,"30 MacCurtain Street, Victorian Quarter, Cork, T23 EPA9, Ireland",4.8,48,€10-25,+353 21 427 8134,https://www.google.com/url?q=https://crustcork.ie/takeaway&opi=79508299&sa=U&ved=0ahUKEwiS7qXl8ZiQAxWmTGwGHfmCEEgQ61gIGigS&usg=AOvVaw007s1Npd7sxBbzSiBfWoBX,https://www.google.com/maps/place/CRUST/data=!4m7!3m6!1s0x484491698a8ab3bd:0x6c8eba72462f299d!8m2!3d51.9015011!4d-8.4695539!16s%2Fg%2F11hdv8qp3_!19sChIJvbOKimmRREgRnSkvRnK6jmw?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Restaurant 14a,246,Cafe,Sweets and Savory,"14A French Church St, Centre, Cork, T12 KVN6, Ireland",4.3,43,€20-35,+353 21 430 4174,https://www.google.com/url?q=http://www.restaurant14a.ie/&opi=79508299&sa=U&ved=0ahUKEwiMxbLz8ZiQAxU5UGcHHURKLEUQ61gIGygS&usg=AOvVaw2ggfE4IgqPKumL4-6TxUA0,https://www.google.com/maps/place/Restaurant+14a/data=!4m7!3m6!1s0x48449010445de7c3:0xcbf1fa05579ac21!8m2!3d51.8989228!4d-8.4737083!16s%2Fg%2F1hc5m0htv!19sChIJw-ddRBCQREgRIax5VaAfvww?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Greenwich,247,Restaurant,Continental,"19 Caroline St, Centre, Cork, T12 Y208, Ireland",4.2,42,€20-35,+353 85 567 8901,https://www.google.com/url?q=https://www.greenwich.ie/&opi=79508299&sa=U&ved=0ahUKEwjU-d6A8piQAxWHcGwGHcFXC3YQ61gIGygS&usg=AOvVaw0hetyOZiG0vagZbMI1nZp7,https://www.google.com/maps/place/Greenwich/data=!4m7!3m6!1s0x484491e5f5b97e21:0xa5875bc77d58a75e!8m2!3d51.8989645!4d-8.4700064!16s%2Fg%2F11rq2lfqvm!19sChIJIX659eWRREgRXqdYfcdbh6U?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Cortado Coffee,248,Bar,Irish,"The Marina, Ballintemple, Cork, T12 TX2F, Ireland",4.7,47,€5-15,+353 21 450 9615,https://www.google.com/url?q=https://www.cortado.ie/&opi=79508299&sa=U&ved=0ahUKEwiv74eO8piQAxU-UGwGHW4iNUkQ61gIGigS&usg=AOvVaw2NVaeX058Yf9G_-BRKk2_d,https://www.google.com/maps/place/Cortado+Coffee/data=!4m7!3m6!1s0x48449b9495ae85a5:0x2159fb98ef2fc6a8!8m2!3d51.901277!4d-8.4383023!16s%2Fg%2F11jnx5qvpn!19sChIJpYWulZSbREgRqMYv75j7WSE?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Kingsley Hotel,249,Entertainment Complex,Irish,Address not available,4.5,45,€20-35,+353 21 241 0166,https://www.google.com/url?q=https://www.thekingsley.ie/%3Futm_source%3DGMBlisting%26utm_medium%3Dorganic&opi=79508299&sa=U&ved=0ahUKEwiWgoKc8piQAxWOSWwGHXE_IuoQ61gIFigS&usg=AOvVaw1VyqHSg6qmoj7As6JYmrkb,https://www.google.com/maps/place/The+Kingsley+Hotel/data=!4m7!3m6!1s0x4844902c6a0e3137:0x888e5b7ac95926cf!8m2!3d51.8933395!4d-8.5084803!16s%2Fg%2F1thzt616!19sChIJNzEOaiyQREgRzyZZyXpbjog?authuser=0&hl=en&rclk=1,Casual,Non-Veg,Dine-in,Bar
The MET Bar & Restaurant,250,Restaurant,Irish,"Ground Floor, Metropole Hotel, MacCurtain Street, Victorian Quarter, Cork, T23 PX44, Ireland",4.3,43,€10-25,+353 21 434 6755,https://www.google.com/url?q=https://www.themetropolehotel.ie/dining/&opi=79508299&sa=U&ved=0ahUKEwjqvJ2q8piQAxVVT2wGHSKPAYMQ61gIFigS&usg=AOvVaw2fooL8IAPYCX1qKNRGHsU6,https://www.google.com/maps/place/The+MET+Bar+%26+Restaurant/data=!4m7!3m6!1s0x4844912d2350347f:0xa6c94f5dedd204e8!8m2!3d51.9013135!4d-8.4674936!16s%2Fg%2F11h7f_cpsb!19sChIJfzRQIy2RREgR6ATS7V1PyaY?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Mardyke Entertainment Complex,251,Restaurant,Mediterranean,"Mardyke Entertainment Complex, The, Sheares St, Cork, T12 CX7A, Ireland",4.3,43,€10-25,+353 21 427 0388,https://www.google.com/url?q=http://bit.ly/mardykecomplex&opi=79508299&sa=U&ved=0ahUKEwiOqpi48piQAxUVSGwGHdINOkYQ61gIHCgS&usg=AOvVaw0mgbh2XAJxF2OPV5Pi852_,https://www.google.com/maps/place/The+Mardyke+Entertainment+Complex/data=!4m7!3m6!1s0x4844901709186cff:0xa1d3879a7fe0084a!8m2!3d51.8981068!4d-8.4810963!16s%2Fg%2F1th48t76!19sChIJ_2wYCReQREgRSgjgf5qH06E?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Crawford & Co,252,Pizzeria,Italian,"10/11 Anglesea St, Ballintemple, Cork, T12 CXN8, Ireland",4.2,42,€20-35,+353 21 427 4149,https://www.google.com/url?q=http://crawfordandco.ie/&opi=79508299&sa=U&ved=0ahUKEwj7zdXG8piQAxUrSmwGHQXWGuEQ61gIFygS&usg=AOvVaw3UJ7Yxq_NeSS84fVGp8Q-J,https://www.google.com/maps/place/Crawford+%26+Co/data=!4m7!3m6!1s0x48449111a631e207:0xc8697b26087e58b9!8m2!3d51.8951631!4d-8.4655139!16s%2Fg%2F11c3n_cnt9!19sChIJB-IxphGRREgRuVh-CCZ7acg?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Nosta Restaurant,253,Pub,Irish,"4 Marlborough St, Centre, Cork, T12 WN26, Ireland",4.6,46,€20-35,+353 21 439 7262,https://www.google.com/url?q=https://www.nosta.ie/&opi=79508299&sa=U&ved=0ahUKEwiA77_U8piQAxU0XGcHHVjoJg0Q61gIHCgS&usg=AOvVaw2nhok4L0jvoUUEYRUauU8e,https://www.google.com/maps/place/Nosta+Restaurant/data=!4m7!3m6!1s0x484490106d003f6d:0x94d1aebdd7cd82ec!8m2!3d51.8977836!4d-8.4726285!16s%2Fg%2F1hm2d9stb!19sChIJbT8AbRCQREgR7ILN172u0ZQ?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Milano,254,Restaurant,Irish,"8 Oliver Plunkett St, Centre, Cork, T12 CK40, Ireland",4,40,€10-25,+353 87 954 6451,https://www.google.com/url?q=https://www.milano.ie/cork%3Futm_source%3DGMB%26utm_medium%3DWebsite%26utm_campaign%3DGMB-WEB-5140-Cork&opi=79508299&sa=U&ved=0ahUKEwi_qpji8piQAxXiSGwGHRCwHpoQ61gIGygS&usg=AOvVaw22T557loIzj7d_oN2m3yIM,https://www.google.com/maps/place/Milano/data=!4m7!3m6!1s0x4844900f971e1b93:0xff43d1eb8182cc16!8m2!3d51.8983053!4d-8.4683838!16s%2Fg%2F1tgqht_h!19sChIJkxselw-QREgRFsyCgevRQ_8?authuser=0&hl=en&rclk=1,Trendy,Non-Veg,"Dine-in, Takeaway, Delivery, Kerbside pickup",Bar
Meades Bar 126,255,Cafe,Sweets and Savory,"126 Oliver Plunkett St, Centre, Cork, T12 YH77, Ireland",4.6,46,€10-25,+353 21 427 3366,,https://www.google.com/maps/place/Meades+Bar+126/data=!4m7!3m6!1s0x4844900f9668019f:0xa48b9a967f83bb51!8m2!3d51.8984326!4d-8.4685711!16s%2Fg%2F1q64fdhxm!19sChIJnwFolg-QREgRUbuDf5aai6Q?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Kelly's Restaurant,256,Pub,Irish,"64 Oliver Plunkett St, Centre, Cork, T12 K5FH, Ireland",4.6,46,€20-35,+353 21 425 4446,,https://www.google.com/maps/place/Kelly%27s+Restaurant/data=!4m7!3m6!1s0x484490107df6177b:0x9138ef691b601b!8m2!3d51.8971676!4d-8.4739135!16s%2Fg%2F1w6_n725!19sChIJexf2fRCQREgRG2Abae84kQA?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Dulce Bun House,257,Pub,Irish,"48 Oliver Plunkett St, Centre, Cork, T12 C6KF, Ireland",4.4,44,€5-15,+353 86 890 1234,https://www.google.com/url?q=http://www.dulcebunhouse.ie/&opi=79508299&sa=U&ved=0ahUKEwjoh76K85iQAxVlUWwGHdRBAmQQ61gIGigS&usg=AOvVaw34uMb1f8I5WPRUFViaQ4-F,https://www.google.com/maps/place/Dulce+Bun+House/data=!4m7!3m6!1s0x4844901072e543c5:0xf4d6fc9b6c868c9d!8m2!3d51.8974272!4d-8.4724387!16s%2Fg%2F11f30mm5qd!19sChIJxUPlchCQREgRnYyGbJv81vQ?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Jim Cashmans,258,Pub,Irish,"26 Academy St, Centre, Cork, T12 HD62, Ireland",4.4,44,€10-25,+353 21 901 2345,https://www.google.com/url?q=https://www.facebook.com/pages/Jim-Cashmans/164912566873373&opi=79508299&sa=U&ved=0ahUKEwjPoanI85iQAxVTR2wGHTg6HxEQ61gIFygS&usg=AOvVaw21o0hUr0OJsaKgmce_HyV8,https://www.google.com/maps/place/Jim+Cashmans/data=!4m7!3m6!1s0x484490104d5d766d:0xf17998c5b589888c!8m2!3d51.8994986!4d-8.4736622!16s%2Fg%2F11bbrhzqd8!19sChIJbXZdTRCQREgRjIiJtcWYefE?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Clancy's Cork,259,Restaurant,Irish,"15-16 Princes St, Centre, Cork, T12 V6FH, Ireland",4.2,42,€10-25,+353 21 436 5555,https://www.google.com/url?q=http://www.clancyscork.ie/&opi=79508299&sa=U&ved=0ahUKEwirlaTV85iQAxU5V2wGHU3qKuAQ61gIGigS&usg=AOvVaw1i4ZLwIFvutrFpRtzurccZ,https://www.google.com/maps/place/Clancy%27s+Cork/data=!4m7!3m6!1s0x484491dee4c13f51:0xaa2209a2733f7241!8m2!3d51.8971065!4d-8.4730239!16s%2Fg%2F11h99fq65d!19sChIJUT_B5N6RREgRQXI_c6IJIqo?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery","Bar, Live music"
The Poor Relation,260,Cafe,Sweets and Savory,"19 Parnell Pl, Centre, Cork, Ireland",4.3,43,€10-25,+353 21 427 4604,https://www.google.com/url?q=http://www.corkheritagepubs.com/&opi=79508299&sa=U&ved=0ahUKEwjUteLj85iQAxX7XmwGHUGfIVAQ61gIGigS&usg=AOvVaw0shhVRughE1S3BNit3dM96,https://www.google.com/maps/place/The+Poor+Relation/data=!4m7!3m6!1s0x4844900f9dba5cb3:0xd4ee48906d55789a!8m2!3d51.8982094!4d-8.467475!16s%2Fg%2F11bytn92_9!19sChIJs1y6nQ-QREgRmnhVbZBI7tQ?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Jacobs on the Mall,261,Bar,Irish,"30 S Mall, Centre, Cork, T12 NY22, Ireland",4.6,46,€20-35,+353 21 425 4968,https://www.google.com/url?q=http://www.jacobsonthemall.com/&opi=79508299&sa=U&ved=0ahUKEwi6n6vw85iQAxVrRmcHHYhnE2EQ61gIFygS&usg=AOvVaw2WMXlCaylgugqMer8O_r4E,https://www.google.com/maps/place/Jacobs+on+the+Mall/data=!4m7!3m6!1s0x4844901a986e0875:0xd808c21611525450!8m2!3d51.8963236!4d-8.4721095!16s%2Fg%2F1tkn_5tl!19sChIJdQhumBqQREgRUFRSERbCCNg?authuser=0&hl=en&rclk=1,Trendy,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Cú Coffee,262,Cafe,American,"5 Cork St, Pembroke, Co. Cork, T12 F5AF, Ireland",4.7,47,€5-15,+353 21 012 3456,,https://www.google.com/maps/place/C%C3%BA+Coffee/data=!4m7!3m6!1s0x4844831bb813dda7:0x1aa6b5d92058405b!8m2!3d51.8726719!4d-8.3369078!16s%2Fg%2F11tdd23x6p!19sChIJp90TuBuDREgRW0BYINm1pho?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
Barry's of Douglas Restaurant & Bar,263,Pub,Irish,"Douglas East, Cork, T12 YV08, Ireland",4.3,43,€20-35,+353 21 427 8678,https://www.google.com/url?q=https://barrysofdouglas.com/&opi=79508299&sa=U&ved=0ahUKEwi38_eK9JiQAxXHUGcHHRk0EBwQ61gIFygS&usg=AOvVaw1jJS-B0U2St5AlXH8yQaE2,https://www.google.com/maps/place/Barry%27s+of+Douglas+Restaurant+%26+Bar/data=!4m7!3m6!1s0x484485454bb882a5:0x69dac7be9d2fb300!8m2!3d51.8771932!4d-8.4361263!16s%2Fg%2F1ts2zp9c!19sChIJpYK4S0WFREgRALMvnb7H2mk?authuser=0&hl=en&rclk=1,Trendy,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Beantown Cafe,264,Cafe,Irish,"1A Farranlea Park, Model Farm Rd, Cork, T12 NX7P, Ireland",4.7,47,€5-15,+353 21 123 4567,https://www.google.com/url?q=https://www.facebook.com/beantowncafecork/&opi=79508299&sa=U&ved=0ahUKEwiz2puY9JiQAxVwTmwGHSbFLOoQ61gIGigS&usg=AOvVaw36Pd8ps6eCOgRNkpXm2bT6,https://www.google.com/maps/place/Beantown+Cafe/data=!4m7!3m6!1s0x484491564600d967:0x6b1475246eae6dad!8m2!3d51.8885089!4d-8.5154651!16s%2Fg%2F11gr2ztzfc!19sChIJZ9kARlaRREgRrW2ubiR1FGs?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
The Old Bear,265,Cafe,Irish,"125 Barrack St, The Lough, Cork, T12 YY52, Ireland",4.3,43,€10-25,+353 85 901 2345,,https://www.google.com/maps/place/The+Old+Bear/data=!4m7!3m6!1s0x484491000087f7bd:0xb4097459abeb94e6!8m2!3d51.8943814!4d-8.4771818!16s%2Fg%2F11v_86l3gy!19sChIJvfeHAACRREgR5pTrq1l0CbQ?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
BiteSize,266,Restaurant,Continental,"2 Barryhouse, East Village, Douglas, Cork, T12 KCF2, Ireland",4.8,48,€10-25,+353 21 234 5678,https://www.google.com/url?q=http://www.bitesize.ie/&opi=79508299&sa=U&ved=0ahUKEwi9jNu09JiQAxVzWXADHXfmKysQ61gIGigS&usg=AOvVaw1GGVTWl1NE9MWI3r0WLUYi,https://www.google.com/maps/place/BiteSize/data=!4m7!3m6!1s0x484485e987598e1f:0x5d71d73f4084e540!8m2!3d51.8772776!4d-8.4350767!16s%2Fg%2F11td09xql8!19sChIJH45Zh-mFREgRQOWEQD_XcV0?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Bright Side,267,Pub,Mexican,"23a Washington Street West, Centre, Cork, T12 VKP0, Ireland",4.9,49,€10-25,+353 21 427 6457,https://www.google.com/url?q=http://brightsidecafe.ie/&opi=79508299&sa=U&ved=0ahUKEwiOprfC9JiQAxXZSGwGHRKfEXMQ61gIFigO&usg=AOvVaw2dA2YPNti-Y1mxoMHNcheO,https://www.google.com/maps/place/Bright+Side/data=!4m7!3m6!1s0x4844915e3f306755:0xd7fe3db03d0e6aa2!8m2!3d51.8975!4d-8.4806926!16s%2Fg%2F11sdn1m74g!19sChIJVWcwP16RREgRomoOPbA9_tc?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Le Chateau,268,Bar,Continental,"93 St Patrick's St, Centre, Cork, T12 CH98, Ireland",4.2,42,€20-35,+353 21 427 6376,https://www.google.com/url?q=https://www.facebook.com/LeChateauBar/&opi=79508299&sa=U&ved=0ahUKEwjclOzP9JiQAxUmbGwGHVh0NWYQ61gIFygS&usg=AOvVaw0zB3fqhE0ISbeXIk7bvyxR,https://www.google.com/maps/place/Le+Chateau/data=!4m7!3m6!1s0x484490103f1762a1:0xbf19aace6af0efad!8m2!3d51.8986222!4d-8.4726361!16s%2Fg%2F1tsr2lzb!19sChIJoWIXPxCQREgRre_was6qGb8?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
The Black Dog,269,Pub,Irish,"53 N Main St, Centre, Cork, T12 AE13, Ireland",4.4,44,€10-25,+353 83 869 6999,https://www.google.com/url?q=https://www.instagram.com/blackdogcork/%3Fhl%3Den&opi=79508299&sa=U&ved=0ahUKEwiqr-Xc9JiQAxUWd2wGHVA6BlgQ61gIHCgS&usg=AOvVaw2fllVOvqomyVAldnnIxWZ0,https://www.google.com/maps/place/The+Black+Dog/data=!4m7!3m6!1s0x48449010d19f1351:0xc21149c0a4eb1c31!8m2!3d51.8987288!4d-8.4773823!16s%2Fg%2F1pp2tgyy4!19sChIJUROf0RCQREgRMRzrpMBJEcI?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
GLOBE Restaurant and Bar,270,Bar,Irish,"Lapp's Quay, Centre, Cork, Ireland",2.7,27,€20-35,+353 21 480 0500,https://www.google.com/url?q=https://www.claytonhotelcorkcity.com/restaurants-bars/globe/&opi=79508299&sa=U&ved=0ahUKEwiwqb_q9JiQAxW0RWwGHanaEekQ61gIGygS&usg=AOvVaw2_PUWq3nxkBLIpIrtY3XUt,https://www.google.com/maps/place/GLOBE+Restaurant+and+Bar/data=!4m7!3m6!1s0x4844914f4e7c8d8f:0x316cf08f5b47f82!8m2!3d51.8985552!4d-8.464876!16s%2Fg%2F11ghtbg1ct!19sChIJj418Tk-RREgRgn-09QjPFgM?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway",Bar
Fred Zeppelins,271,Cafe,Sweets and Savory,"8 Parliament St, Centre, Cork, T12 E299, Ireland",4.7,47,€10-25,+353 21 464 3723,,https://www.google.com/maps/place/Fred+Zeppelins/data=!4m7!3m6!1s0x484491a0578a0745:0xd63dfc64df0b33fb!8m2!3d51.896097!4d-8.4729019!16s%2Fg%2F11f6yf0388!19sChIJRQeKV6CRREgR-zML32T8PdY?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Takeaway, Delivery",Bar
The Briar Rose Bar & Grill,272,Cafe,Irish,"Douglas Rd, Ballinlough, Cork, T12 C868, Ireland",4.2,42,€10-25,+353 21 427 3000,https://www.google.com/url?q=http://www.thebriardouglas.com/&opi=79508299&sa=U&ved=0ahUKEwj0sceF9ZiQAxWBQ2cHHbtfEM4Q61gIHCgS&usg=AOvVaw0EEbm36L1h4jAwt_C2Gvke,https://www.google.com/maps/place/The+Briar+Rose+Bar+%26+Grill/data=!4m7!3m6!1s0x4844855465dac665:0x16f992ef13485381!8m2!3d51.8836453!4d-8.4469512!16s%2Fg%2F124sryld5!19sChIJZcbaZVSFREgRgVNIE--S-RY?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Sam’s Coffee,273,Restaurant,Italian,"St Finbarrs GAA, Neenan Park, Togher, Cork, T12 DC58, Ireland",5,50,€5-15,+353 21 431 8062,https://www.google.com/url?q=https://instagram.com/sams_coffee_%3Figshid%3DMTIzZWMxMTBkOA%3D%3D&opi=79508299&sa=U&ved=0ahUKEwiS5ZWT9ZiQAxW5R2wGHVLCBG8Q61gIFigO&usg=AOvVaw2EBzrj2_iBI0a6vnvzU89l,https://www.google.com/maps/place/Sam%E2%80%99s+Coffee/data=!4m7!3m6!1s0x48448f8c80cf2e3d:0x49b724dc2cc35e19!8m2!3d51.8775898!4d-8.4971205!16s%2Fg%2F11sw2w1n9j!19sChIJPS7PgIyPREgRGV7DLNwkt0k?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Grounded,274,Restaurant,Italian,"Douglas, Cork, Ireland",5,50,€10-25,+353 21 494 9724,,https://www.google.com/maps/place/Grounded/data=!4m7!3m6!1s0x484485004e8436af:0x9a3f12a5b125f9c3!8m2!3d51.8782891!4d-8.4323478!16s%2Fg%2F11yb8n1vl5!19sChIJrzaETgCFREgRw_klsaUSP5o?authuser=0&hl=en&rclk=1,Casual,Non-Veg,Takeaway,Bar
Il Padrino Restaurant,275,Restaurant,Asian,"21 Cook St, Centre, Cork, T12 K3KA, Ireland",4.4,44,€20-35,+353 21 427 3106,https://www.google.com/url?q=http://www.ilpadrinorestaurant.ie/&opi=79508299&sa=U&ved=0ahUKEwjAkcqr9ZiQAxWAe2wGHZXgEycQ61gIGygS&usg=AOvVaw053-2lGn1H5uHvnG1GR0g2,https://www.google.com/maps/place/Il+Padrino+Restaurant/data=!4m7!3m6!1s0x4844901aa58347d7:0x11d8e062461cde92!8m2!3d51.8970336!4d-8.4713326!16s%2Fg%2F1vzv320h!19sChIJ10eDpRqQREgRkt4cRmLg2BE?authuser=0&hl=en&rclk=1,Cozy,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Scoozi,276,Bar,Italian,"2/5 Winthrop Ave, Centre, Cork, Ireland",4.5,45,€10-25,+353 21 427 1530,https://www.google.com/url?q=http://www.scoozis.ie/&opi=79508299&sa=U&ved=0ahUKEwiPpZS59ZiQAxU4SmwGHdh6A6gQ61gIGygS&usg=AOvVaw1aSsJCtEdM4A256nwi6hIT,https://www.google.com/maps/place/Scoozi/data=!4m7!3m6!1s0x4844900fdfd2a069:0xfd61b9fd27c12c13!8m2!3d51.8984758!4d-8.4700572!16s%2Fg%2F1wn_5j2f!19sChIJaaDS3w-QREgREyzBJ_25Yf0?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
GoGo’s,277,Restaurant,Japanese,"Ardfallen Estate, Ballinlough, Cork, Ireland",4.5,45,€10-25,+353 21 427 3375,https://www.google.com/url?q=http://www.gogos.ie/&opi=79508299&sa=U&ved=0ahUKEwiTq6TS9ZiQAxVjRmwGHRJGK2YQ61gIGigS&usg=AOvVaw3dCpEt0Eu_euOyV9Tl1STC,https://www.google.com/maps/place/GoGo%E2%80%99s/data=!4m7!3m6!1s0x48448551e40ae715:0xc565d196d05861b7!8m2!3d51.8836752!4d-8.4453485!16s%2Fg%2F119tk9tjd!19sChIJFecK5FGFREgRt2FY0JbRZcU?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
Orso Kitchen & Bar,278,Cafe,Sweets and Savory,"8 Pembroke St, Centre, Cork, T12 YY90, Ireland",4.6,46,€20-35,+353 21 241 3256,https://www.google.com/url?q=http://www.orso.ie/&opi=79508299&sa=U&ved=0ahUKEwjur47f9ZiQAxXYUGwGHfngNSIQ61gIFygS&usg=AOvVaw0-O1HTH-VRFLLR-FukKh9k,https://www.google.com/maps/place/Orso+Kitchen+%26+Bar/data=!4m7!3m6!1s0x4844900ffa3d7241:0x5bcf463d0122c667!8m2!3d51.8975105!4d-8.4698286!16s%2Fg%2F124ymsf2q!19sChIJQXI9-g-QREgRZ8YiAT1Gz1s?authuser=0&hl=en&rclk=1,Casual,Non-Veg,"Dine-in, Takeaway, Delivery",Bar
